61	0.46184024
62	0.42770424
63	0.43774423
64	0.48794428
65	0.44577625
66	0.43774423
67	0.3775042
68	0.3514002
69	0.44176024
70	0.34336817
71	0.3875442
72	0.3534082
73	0.3514002
74	0.34939218
75	0.3734882
76	0.33132017
77	0.3574242
78	0.3654562
79	0.31124017
80	0.30320817
81	0.27911216
82	0.27710414
83	0.3333282
84	0.3393522
85	0.3634482
86	0.28112015
87	0.32128018
88	0.24296813
89	0.26104015
90	0.28915215
91	0.29316816
92	0.25501615
93	0.23895213
94	0.25702414
95	0.23895213
96	0.22288813
97	0.20883211
98	0.22489612
99	0.23092012
100	0.24698414
101	0.20682411
102	0.21686412
103	0.25501615
104	0.22088012
105	0.23092012
106	0.21887212
107	0.22288813
108	0.23493613
109	0.22288813
110	0.22288813
111	0.25100014
112	0.20883211
113	0.21887212
114	0.1867441
115	0.25300813
116	0.28312814
117	0.22489612
118	0.23694412
119	0.24698414
120	0.23895213
121	0.25300813
122	0.27108014
123	0.30521616
124	0.23694412
125	0.27308816
126	0.26304814
127	0.25501615
128	0.22690412
129	0.24096014
130	0.26104015
131	0.23292813
132	0.23493613
133	0.25100014
134	0.23493613
135	0.24698414
136	0.25501615
137	0.28112015
138	0.26505613
139	0.27509615
140	0.25903213
141	0.28915215
142	0.24698414
143	0.22288813
144	0.30521616
145	0.28312814
146	0.25903213
147	0.21485612
148	0.24497613
149	0.28513616
150	0.26104015
151	0.22891213
152	0.24296813
153	0.28915215
154	0.27108014
155	0.24899213
156	0.27911216
157	0.27308816
158	0.21887212
159	0.26907215
160	0.26505613
161	0.24698414
162	0.23694412
163	0.25501615
164	0.29316816
165	0.26104015
166	0.26505613
167	0.25903213
168	0.25501615
169	0.25100014
170	0.26706415
171	0.29919216
172	0.26505613
173	0.27108014
174	0.32128018
175	0.25702414
176	0.26505613
177	0.25903213
178	0.28714415
179	0.27108014
180	0.25300813
181	0.27911216
182	0.28112015
183	0.27911216
184	0.27509615
185	0.25300813
186	0.24899213
187	0.24296813
188	0.26104015
189	0.22690412
190	0.25903213
191	0.28513616
192	0.26104015
193	0.29316816
194	0.26706415
195	0.24296813
196	0.22891213
197	0.23895213
198	0.25702414
199	0.23895213
200	0.25903213
201	0.25100014
202	0.23092012
203	0.23694412
204	0.22288813
205	0.25702414
206	0.25300813
207	0.23493613
208	0.27308816
209	0.21887212
210	0.22088012
211	0.22690412
212	0.29116017
213	0.26706415
214	0.26104015
215	0.26104015
216	0.24497613
217	0.25501615
218	0.22489612
219	0.23292813
220	0.24096014
221	0.22891213
222	0.22088012
223	0.21485612
224	0.24698414
225	0.22288813
226	0.24698414
227	0.24497613
228	0.20883211
229	0.27108014
230	0.22891213
231	0.24096014
232	0.26104015
233	0.24698414
234	0.1947761
235	0.26104015
236	0.23895213
237	0.19678411
238	0.25100014
239	0.1947761
240	0.25300813
241	0.30320817
242	0.25501615
243	0.24296813
244	0.23895213
245	0.24296813
246	0.21887212
247	0.22690412
248	0.20682411
249	0.22288813
250	0.22088012
251	0.19879211
252	0.1927681
253	0.21284811
254	0.22891213
255	0.22288813
256	0.20883211
257	0.23694412
258	0.22690412
259	0.1947761
260	0.21084012
261	0.124496065
262	0.18072009
263	0.1907601
264	0.21485612
265	0.21887212
266	0.21485612
267	0.21686412
268	0.1947761
269	0.21284811
270	0.1767041
271	0.20481612
272	0.21887212
273	0.24497613
274	0.19678411
275	0.20682411
276	0.17469609
277	0.1907601
278	0.18072009
279	0.19879211
280	0.15461609
281	0.1787121
282	0.16064009
283	0.1827281
284	0.16867208
285	0.16867208
286	0.1666641
287	0.20481612
288	0.1927681
289	0.13654408
290	0.1887521
291	0.23292813
292	0.20481612
293	0.1726881
294	0.20682411
295	0.19879211
296	0.25100014
297	0.22288813
298	0.14256808
299	0.1767041
300	0.1867441
301	0.11847206
302	0.13855207
303	0.1847361
304	0.15060008
305	0.15260808
306	0.14056008
307	0.14256808
308	0.1887521
309	0.15863208
310	0.16064009
311	0.17469609
312	0.1726881
313	0.14256808
314	0.15662408
315	0.17068009
316	0.14658408
317	0.12248807
318	0.14859208
319	0.14256808
320	0.14457607
321	0.114456065
322	0.17469609
323	0.1907601
324	0.14859208
325	0.114456065
326	0.13453607
327	0.13654408
328	0.16064009
329	0.14457607
330	0.14056008
331	0.14056008
332	0.14256808
333	0.14859208
334	0.13453607
335	0.13654408
336	0.13052008
337	0.10040005
338	0.1767041
339	0.15060008
340	0.13252807
341	0.13453607
342	0.13654408
343	0.13252807
344	0.12650406
345	0.12650406
346	0.11847206
347	0.13654408
348	0.11847206
349	0.13453607
350	0.15461609
351	0.1726881
352	0.24899213
353	0.1867441
354	0.14457607
355	0.13052008
356	0.114456065
357	0.13052008
358	0.13052008
359	0.13052008
360	0.12248807
361	0.114456065
362	0.11244806
363	0.11244806
364	0.114456065
365	0.12248807
366	0.12650406
367	0.11244806
368	0.13654408
369	0.10441606
370	0.114456065
371	0.10843206
372	0.13453607
373	0.09638405
374	0.09236805
375	0.114456065
376	0.114456065
377	0.10441606
378	0.080320045
379	0.10843206
380	0.09638405
